laptop_id,name,price,original_price,discount_pct,status,delivery_location,seller,seller_shipping_speed,seller_quality-score,customer_rating,seller_score,seller's_followers,brand,model,ram,storage,storage_unit,processor,os,display,rating_score,value_for_money,price_diff,price_range
316897563,"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, (6 Months WRTY) + Laptop Bag",17574.0,22000.0,20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,HP,EliteBook,8GB,8.0,GB,,,14.0,2.0,8787.0,4426.0,Low
325527120,"HP EliteBook 840 G5-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win (6 Months WRTY)",31998.0,31999.0,1%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TheRoberts KE enterprise,Average,Excellent,Unknown,84%,10.0,HP,EliteBook,16GB,16.0,GB,,,14.0,1.0,31998.0,1.0,Mid
325645700,"Lenovo ThinkPad T14 -10th Gen-TouchScreen-Core i5 16GB RAM -512GB SSD -Refurbished-Black-Win 11 Pro-14""",39999.0,40000.0,1%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,Lenovo,ThinkPad,16GB,16.0,GB,i5,,14.0,4.0,9999.75,1.0,High
307051249,"HP EliteBook 840 G3 Core I5 6th Gen, 8GB RAM 256GB SSD -12.5"", Sliver Refurbished",21399.0,26000.0,18%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32.0,HP,EliteBook,8GB,8.0,GB,,,14.0,1.0,21399.0,4601.0,Mid
319345615,"HP Refurbished Elitebook 745 G6 AMD Ryzen 5 Pro 3500U 16GB RAM 256GB SSD 2GB Radeon Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop",32999.0,40000.0,18%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,HP,Refurbished,16GB,16.0,GB,Ryzen 5,Windows 11,14.0,4.0,8249.75,7001.0,Mid
9545605,"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel Corei5 8th Generation -Touchscreen- 11.6""- 8GB RAM - SSD 256GB With Stylus Pen Plus Free Wireless Mouse.",26000.0,30000.0,19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,Lenovo,Refurbished,8GB,8.0,GB,i5,,14.0,2.0,13000.0,4000.0,Mid
325479071,DELL REFURBISHED LATITUDE 5300 2 IN 1 X360 TOUCHSCREEN INTEL CORE I5 8/256 8TH GENERATION WITH A FREE LAPTOP BAG,25000.0,37000.0,32%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DREAMCOM TECHNOLOGY,Poor,Excellent,Good,74%,2.0,DELL,REFURBISHED,8GB,8.0,,,,14.0,4.0,6250.0,12000.0,Mid
326331624,"HP  Elitebook 840 G1 Core I5, 8GB RAM 256GB SDD 14"" Refurbished",16700.0,25000.0,33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,HP,Elitebook,8GB,8.0,GB,,,14.0,3.0,5566.666666666667,8300.0,Low
324809708,"HP Refurbished Elitebook 820 Core I5, 8GB RAM 256GB SSD -12.5"", Black, 6 Months WRTY",15999.0,19999.0,20%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,3999.75,4000.0,Low
325696380,"Lenovo Refurbished Yoga 370 X360 Core I5 7th Gen 8GB +256GB SSD "" FHD 6months Warranty +free bag",24000.0,42300.0,43%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Suitech,Excellent,Excellent,Good,94%,5.0,Lenovo,Refurbished,8GB,8.0,GB,,,14.0,4.0,6000.0,18300.0,Mid
321597250,HP EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 Inch Refurbished (6 Months WRTY),22350.0,40000.0,44%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10.0,HP,EliteBook,8GB,8.0,GB,,,14.0,4.0,5587.5,17650.0,Mid
251774023,Lenovo Thinkpad T480 Intel i5 8th Gen 8GB RAM  256GB  SSD STORAGE WINDOWS  11 PRO OFFICE 2021 ACTIVATED + FREE LAPTOP BAG,24499.0,40000.0,39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,Lenovo,Thinkpad,8GB,8.0,GB,i5,,14.0,4.0,6124.75,15501.0,Mid
312605297,"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, (6 Months WRTY)",16499.0,20000.0,18%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12.0,HP,EliteBook,8GB,8.0,GB,,,14.0,4.0,4124.75,3501.0,Low
313101100,"Lenovo ThinkPad X260 Intel Core I5, 16GB RAM, 256GB SSD, 12.5'' REFURBISHED",18999.0,23000.0,17%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12.0,Lenovo,ThinkPad,16GB,16.0,GB,,,14.0,4.0,4749.75,4001.0,Low
252391161,"HP Refurbished EliteBook 830 G5 Touchscreen Core I5 16GB RAM 512GB SSD 8th Gen 13.3""  Slim Laptop Windows 11 Pro Office 2021 + Free laptop Bag",37499.0,45000.0,17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,HP,Refurbished,16GB,16.0,GB,,Windows 11,14.0,4.0,9374.75,7501.0,High
311302104,"HP EliteBook 840 G6 Touchscreen 8th Gen-Core I7-16GB RAM, 512GB-SSD-Refurbished-14""- Silver-Win 11 (6 Months WRTY)",38999.0,55000.0,29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH GENERAL SUPPLIES,Good,Excellent,Unknown,94%,14.0,HP,EliteBook,16GB,16.0,GB,,,14.0,1.0,38999.0,16001.0,High
325974632,"HP EliteBook 820 G2 Core I5 5th Gen 8GB Ram 500GB HDD 12.5"" 2.3GHz Win 10 REFURBISHED/RENEWED",16600.0,18000.0,8%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,5533.333333333333,1400.0,Low
325480030,HP ZBook 14u G5 Intel Core I5 8th Gen 8GB RAM 256GB SSD-Touchscreen 14Inches Windows 11 Refurbished Laptop( 6 Months Warranty),38000.0,50000.0,24%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH TECHNOLOGIES,Good,Excellent,Good,90%,12.0,HP,ZBook,8GB,8.0,GB,,Windows 11,14.0,4.0,9500.0,12000.0,High
325737938,"HP Refurbished ProBook X360 11G1  11.6""  TOUCH SCREEN Intel 4GB RAM  180GB SSD Win 11",15500.0,19000.0,18%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Pikhub,Excellent,Very Poor,Excellent,66%,3.0,HP,Refurbished,4GB,4.0,GB,,,14.0,5.0,3100.0,3500.0,Low
278096892,Lenovo ThinkPad X390 Core I5-8th Gen 16GB Ram 256GB SSD Refurbished 6Months Warranty,27999.0,35000.0,20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107.0,Lenovo,ThinkPad,16GB,16.0,GB,,,14.0,3.0,9333.0,7001.0,Mid
325314281,"HP Renewed Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256 -14"", Sliver",23000.0,40000.0,43%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9.0,HP,Renewed,8GB,8.0,GB,,,14.0,5.0,4600.0,17000.0,Mid
326372238,"Lenovo Refurbished T460s Ultrabook 14"" Display, Intel I5(6th Gen) , 16GB RAM, 512GB SSD Windows 11 pro installed Office 2021 activated",27999.0,40000.0,30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,Lenovo,Refurbished,16GB,16.0,GB,,Windows 11,14.0,2.0,13999.5,12001.0,Mid
317709822,HP Refurbished EliteBook 820 G3-Intel Core i5 (6th Gen)-8GB RAM-256GB SSD-WIN 10-Silver + Laptop Bag,18999.0,25000.0,24%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Delta System,Good,Excellent,Average,82%,16.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,3.0,6333.0,6001.0,Low
325308787,"Lenovo  Refurbished Thinkpad X280 Intel Core I5 8th Gen , 16GB RAM 256GB SSD, 12.5'' Black",21299.0,29000.0,27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,Lenovo,Refurbished,16GB,16.0,GB,,,14.0,3.0,7099.666666666667,7701.0,Mid
326520640,DELL Latitude 3490 Intel Core i5 7th Gen 8GB RAM 256GB SSD 14 Inch Screen Business Laptop REFURBISHED,19000.0,25000.0,24%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LAPTOPS WORLD LTD,Excellent,Very Poor,Average,60%,7.0,DELL,Latitude,8GB,8.0,GB,i5,,14.0,3.0,6333.333333333333,6000.0,Low
155935463,"HP EliteBook 840 G4 Intel Core I7-7th Gen,16GB Ram,256GB SSD 14 Inches Refurb Display",27999.0,51000.0,45%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88.0,HP,EliteBook,16GB,16.0,GB,,,14.0,3.0,9333.0,23001.0,Mid
326267767,HP HP-- Refurbished Probook X360 11 *TOUCH SCREEN* Corei5 8GB RAM 256GB SSD Win 11,21999.0,45999.0,52%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,Unknown,90%,4.0,HP,HP--,8GB,8.0,GB,i5,,14.0,1.0,21999.0,24000.0,Mid
170642602,HP EliteBook 840 G4 Intel Core I7 7th Gen 16GB RAM 512GB SSD 14 Inches Refurbished,33999.0,53998.0,37%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BOSY TECHNOLOGIES,Good,Excellent,Excellent,96%,25.0,HP,EliteBook,16GB,16.0,GB,,,14.0,5.0,6799.8,19999.0,Mid
326290022,HP EliteBook 830 G5/6 Intel Core i5 8Th generation Refurbished laptop 8GB RAM & 256 GB SSD Storage Touch Screen FHD BANG & Olufsen Speaker with backlight Keyboard and Fingerprint senso,31500.0,40000.0,21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Unicom computers,,,Unknown,,,HP,EliteBook,8GB,8.0,GB,i5,,14.0,1.0,31500.0,8500.0,Mid
169060104,HP Refurbished  Probook 650 G2 Laptop Core I5 6th Gen 16gb Ram 256gb SSD,27225.0,35999.0,24%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,Unknown,50%,16.0,HP,Refurbished,8GB,8.0,,,,14.0,1.0,27225.0,8774.0,Mid
312669960,"Asus Vivobook Go 14 (E410KA), 14.0-inch HD, Anti-glare display, 8GB DDR4 RAM, 256GB SSD, Intel® Celeron® N4500 Processor, Intel® UHD Graphics, Windows 11 Home.-Black",32000.0,32000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop Clinic,Average,Very Poor,Good,52%,170.0,Asus,Vivobook,8GB,8.0,GB,N4500,Windows 11,14.0,4.0,8000.0,0.0,Mid
325792720,"HP  Probook 640 G1, Intel Core i5 8GB RAM, 750GB Hard Disk Refurbished Laptop 14'' Inches Screen Display,Laptop,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger +Mouse Pad + Free Wireless Mouse+ Extension",19999.0,22000.0,9%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1.0,HP,Probook,8GB,8.0,GB,i5,Windows 11,14.0,2.0,9999.5,2001.0,Low
320567823,"HP Refurbished EliteBook Folio 1040 G3 Core I5 8GB RAM 256GB SSD 6th Gen  14"" Ultrabook Laptop .",24999.0,46899.0,47%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23.0,HP,Refurbished,8GB,8.0,GB,,,14.0,5.0,4999.8,21900.0,Mid
10002855,"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished",26000.0,40000.0,26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,HP,Elitebook,16GB,16.0,GB,,,14.0,3.0,8666.666666666666,14000.0,Mid
325671477,"DELL Refurbished EX-UK Latitude 5400 Business Laptop – 14"" FHD Display, Intel Core i5-8365U 1.60GHz (8th Gen), 16GB RAM, 256GB SSD, Windows 11 Pro – Black",23000.0,23000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,DELL,Refurbished,16GB,16.0,GB,i5,Windows 11,14.0,4.0,5750.0,0.0,Mid
604994,"HP Refurbished Folio 9480 EliteBook  14"" Intel Core I7 4GB, 500GB With Win 10 And Office Trial",26000.0,45000.0,58%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149.0,HP,Refurbished,4GB,4.0,GB,,,14.0,2.0,13000.0,19000.0,Mid
326343904,"Lenovo --Lenovo Thinkpad X13 Yoga x360 core 15 16GB RAM 512GB SSD 10th generation Quad core 13.3 Inches FHD non Touch windows 11 pro, HD Camera, HDMI, USB Type C, Stylus Pen convertible 2 in 1 laptop +Mouse",42999.0,45999.0,7%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3.0,Lenovo,--Lenovo,16GB,16.0,GB,,,14.0,2.0,21499.5,3000.0,High
279939926,"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY",24999.0,49998.0,50%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164.0,HP,Elitebook,16GB,16.0,GB,,,14.0,4.0,6249.75,24999.0,Mid
293843373,"Great Wall Brand New Gbook 14 SE Ultrabook Laptop Computers: (Fast Kama I5-8th Gen), 8GB+256GB SSD, 14"" Full HD Ultrabook With Long Battery Life & Free Official Win 11 System WiFi5 Bluetooth 5.1",32999.0,42000.0,21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Good and Reliable,Excellent,Excellent,Good,92%,115.0,Great,Wall,8GB,8.0,GB,i5,,14.0,4.0,8249.75,9001.0,Mid
119577163,HP 16 GB RAM Elitebook 840 G1 &1 TB Storage Refurbished Intel Core I7,26000.0,45000.0,42%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149.0,HP,16,16GB,16.0,GB,,,14.0,2.0,13000.0,19000.0,Mid
312651465,"DELL REFURBISHED XPS 13 9380, 8th Gen Intel Core I5, 13.3"" FHD Non Touch, 4GB RAM, 256GB SSD, Windows 11 Pro",36000.0,36000.0,,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop Clinic,Average,Very Poor,Good,52%,170.0,DELL,REFURBISHED,4GB,4.0,GB,,Windows 11,14.0,4.0,9000.0,0.0,High
275346055,"HP Refurbished EliteBook 840 G7 Core I5 16GB  512GB SSD 14"" FHD Touchscreen 10th Gen Win 11 Pro, Silver + Bag",41990.0,60000.0,30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81.0,HP,Refurbished,16GB,16.0,GB,,,14.0,4.0,10497.5,18010.0,High
326554671,DELL Latitude 3340 Intel Core i5 4GB RAM 128GB SSD Laptop,15000.0,20000.0,25%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,laptop hub limited,,,Unknown,,,DELL,Latitude,4GB,4.0,GB,i5,,14.0,1.0,15000.0,5000.0,Low
325698966,"HP Refurbished EX-UK Probook 450 G3, 6th Generation Intel Core i5-6200U, 8GB RAM 256GB SSD, 15.6"" diagonal FHD Display, Windows 11 Pro",21545.0,30000.0,28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130.0,HP,Refurbished,8GB,8.0,GB,i5,Windows 11,14.0,3.0,7181.666666666667,8455.0,Mid
325980587,"Lenovo Lenovo_ REFURBISHED ThinkPad X1 Carbon, 4th Gen (20FC) Intel® Core™ I5, 14"" FHD, 8GB RAM + 256GB SSD, Windows 11 Pro",19999.0,28999.0,31%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,Unknown,90%,4.0,Lenovo,Lenovo_,8GB,8.0,GB,,Windows 11,14.0,1.0,19999.0,9000.0,Low
326386056,Lenovo Thinkpad T490s Intel Corei7 10th Generation 16gb 256gb  14inch screen  Windows 11 REFURBISHED,38000.0,40000.0,5%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LAPTOPS WORLD LTD,Excellent,Very Poor,Average,60%,7.0,Lenovo,Thinkpad,8GB,8.0,,i7,Windows 11,14.0,3.0,12666.666666666666,2000.0,High
326121200,"Lenovo  ThinkPad X390 Business Ultrabook Core i5 8th Gen 8GB RAM 256GB SSD 13.3” FHD Display -  Refurbished (Grade A, fully tested & very clean)",25000.0,30000.0,17%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Alma Tech Savvy Solution Limited,,,Unknown,,3.0,Lenovo,ThinkPad,8GB,8.0,GB,i5,,14.0,1.0,25000.0,5000.0,Mid
306863134,HP HP. ELITEBOOK X360 830 G6 CORE i5 8TH GEN 8GB RAM 256 SSD REFUBRISHED,40000.0,40000.0,,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Symtech Enterprises,Average,Excellent,Good,80%,117.0,HP,HP.,8GB,8.0,GB,i5,,14.0,4.0,10000.0,0.0,High
224169909,"HP EliteBook 820, Intel Core I7 ,8GB RAM , 500HDD, Black- 12.5""-Refurbished",17998.0,35000.0,49%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,5999.333333333333,17002.0,Low
326184186,"Lenovo -Lenovo --ThinkPad T450, Core i5 SSD 256GB RAM 8gb 14 inches Touchscreen Refurbished - Black",20999.0,30999.0,32%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3.0,Lenovo,-Lenovo,256GB,256.0,GB,i5,,14.0,2.0,10499.5,10000.0,Mid
324947206,"HP Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black (6 Months WRTY)",15999.0,24999.0,36%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,3999.75,9000.0,Low
325849516,Lenovo Refurbished Thinkpad T480s Core I5 8GB RAM 256GB SSD 14 Inch 8TH GEN + Bag,22324.0,30000.0,26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27.0,Lenovo,Refurbished,8GB,8.0,GB,,,14.0,4.0,5581.0,7676.0,Mid
319390570,DELL Refurbished Latitude 7440 Laptop Core I5 1.9 GHz 8GB RAM 256GB Ssd 14 Inch Display,17499.0,22599.0,23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10.0,DELL,Refurbished,8GB,8.0,GB,,,14.0,4.0,4374.75,5100.0,Low
325712285,"HP EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver",34900.0,38000.0,8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20.0,HP,EliteBook,16GB,16.0,GB,Ryzen 5,,14.0,4.0,8725.0,3100.0,Mid
326524554,"Lenovo Thinkpad X1 Yoga x360 Core i7 16GB RAM 512GB SSD 8th generation 14 inches FHD Touch Quad core windows 11 pro, HDMI, USB type C, HD camera, Stylus pen convertible 2 in 1 laptop +Bag",43450.0,48000.0,9%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Global Tech Kenya,Good,Excellent,Good,86%,8.0,Lenovo,Thinkpad,16GB,16.0,GB,i7,,14.0,4.0,10862.5,4550.0,High
306681247,"HP EliteBook 840 G5-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win (6 Months WRTY)",31499.0,37000.0,15%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32.0,HP,EliteBook,16GB,16.0,GB,,,14.0,1.0,31499.0,5501.0,Mid
8354925,"HP EliteBook 840 G6-8th Gen -Core I5, 8GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)",26000.0,35000.0,20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,HP,EliteBook,8GB,8.0,GB,,,14.0,4.0,6500.0,9000.0,Mid
325330438,Latitude 5300 2-In-1 Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inch FHD Touchscreen Display refurbished,25855.0,38000.0,32%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224.0,Latitude,5300,8GB,8.0,GB,i5,,14.0,3.0,8618.333333333334,12145.0,Mid
326331165,"Lenovo -Lenovo ThinkPad T490s Core i7 -8th Gen-32GB RAM-512GB SSD-Refurbished 14""-Black-Win 11 (6 Months WRTY)",36999.0,56999.0,35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3.0,Lenovo,-Lenovo,32GB,32.0,GB,i7,,14.0,2.0,18499.5,20000.0,High
177862232,"HP Refurbished EliteBook 820 G2 Core I7 8GB RAM 500GB 5th Gen 12.5"" Ultrabook Laptop + Bag, (6 Months WRTY)",19700.0,30000.0,34%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Kentouch Kenya,Excellent,Excellent,Excellent,98%,286.0,HP,Refurbished,8GB,8.0,GB,,,14.0,5.0,3940.0,10300.0,Low
326147002,HP Refurbished Elitebook 840 G3 Core i7 6th generation 8GB RAM 256GB SSD 14 Inches  notebook PC Laptop,22500.0,25000.0,10%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Savecom computers & IT solutions,,,Unknown,,,HP,Refurbished,8GB,8.0,GB,i7,,14.0,1.0,22500.0,2500.0,Mid
151403839,"Lenovo ThinkPad X260 Intel  Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED",15999.0,26999.0,41%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,5333.0,11000.0,Low
313099593,"HP Refurbished EliteBook 830 G5 Core I5 8GB 256GB SSD 13.3"" 7th Gen Slim Laptop",25999.0,39000.0,33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,HP,Refurbished,8GB,8.0,GB,,,14.0,3.0,8666.333333333334,13001.0,Mid
792078,,26000.0,46999.0,51%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160.0,,,8GB,8.0,,,,14.0,3.0,8666.666666666666,20999.0,Mid
325936813,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012)",31000.0,31000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TechNestKE,Good,Excellent,Excellent,94%,1.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,5.0,6200.0,0.0,Mid
313917005,"Lenovo Thinkpad T470s Refurbished -Core I5 -8GB RAM -256GB SSD-Dos-14""",19399.0,26000.0,25%,7 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12.0,Lenovo,Thinkpad,8GB,8.0,GB,,,14.0,4.0,4849.75,6601.0,Low
315191233,"HP Elitebook 840 Core I5, Slim Model , SSD 256GB 8GB RAM   Black . Refubshed",17999.0,23999.0,25%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164.0,HP,Elitebook,256GB,256.0,GB,,,14.0,4.0,4499.75,6000.0,Low
325631360,HP ELITEBOOK 840 G3,18799.0,18999.0,1%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,EDUTECH COMPUTER WOLRD LTD,,,Unknown,,2.0,HP,ELITEBOOK,8GB,8.0,,,,14.0,1.0,18799.0,200.0,Low
310884956,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished",21999.0,34000.0,35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH DG,Good,Very Poor,Average,52%,25.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,3.0,7333.0,12001.0,Mid
306498313,"HP Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windows 10, 6 Months WRTY",16893.0,26460.0,36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,HP,Refurbished,8GB,8.0,GB,,Windows 10,14.0,3.0,5631.0,9567.0,Low
326555485,"Asus X409F 14-inch Laptop – Intel Core i7, 12GB RAM, 128GB SSD + 1TB HDD, Windows 11 – Refurbished",27000.0,44000.0,39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ARIZONA VILLA COMPUTERS,Very Poor,Excellent,Unknown,64%,47.0,Asus,X409F,12GB,12.0,GB,i7,Windows 11,14.0,1.0,27000.0,17000.0,Mid
