laptop_id,name,price,original_price,discount_pct,status,delivery_location,seller,seller_shipping_speed,seller_quality-score,customer_rating,seller_score,seller's_followers,brand,model,ram,storage,storage_unit,processor,os,display,rating_score,value_for_money,price_diff,price_range
304572281,"Blueing 15.6"" Laptop J4125 8GB+256GB SSD Student Portable Computer",22760.0,27131.0,16%,,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,T H-COD,Excellent,Very Poor,Average,56%,18.0,Blueing,"15.6""",8GB,8.0,GB,J4125,,14.0,3.0,7586.666666666667,4371.0,Mid
304776120,"Blueing 14"" Laptop N3350 6GB+192GB SSD Portable Computer Student Pc",20971.0,23817.0,12%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,T H-COD,Excellent,Very Poor,Average,56%,18.0,Blueing,"14""",6GB,6.0,GB,N3350,,14.0,3.0,6990.333333333333,2846.0,Mid
313131673,"HP  EliteBook 830 G5/6 – Core i5 7th Gen, 8GB RAM, 256GB SSD, 13.3” FHD Display, Windows 10 /windows 11",24499.0,45000.0,46%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224.0,HP,EliteBook,8GB,8.0,GB,i5,Windows 10,14.0,3.0,8166.333333333333,20501.0,Mid
326032950,"Microsoft REFURBISHED Surface Go 1824 Commercial, 10"" Pixelsense Touch Display, Intel Pentium 4415Y, 8GB RAM+  128GB SSD, Windows 11",18000.0,23499.0,23%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Jumia,,,Unknown,100%,,Microsoft,REFURBISHED,8GB,8.0,GB,,Windows 11,14.0,1.0,18000.0,5499.0,Low
189512072,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished",22500.0,30000.0,25%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,3.0,7500.0,7500.0,Mid
7361962,"HP  Refurbished EliteBook/Probook Laptops Intel Core I5, 8GB RAM, 500GB HDD, 14'' Inch Screen Display Laptop  Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Extension.",26000.0,25000.0,28%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208.0,HP,Refurbished,8GB,8.0,GB,,Windows 11,14.0,3.0,8666.666666666666,-1000.0,Mid
89309477,"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)",16999.0,36798.0,54%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,5666.333333333333,19799.0,Low
247886969,"HP EliteBook 840 G1/G2 Refurbished Intel Core I5 -8GB Ram -256GB SSD-Black-14""",16999.0,30000.0,43%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,5666.333333333333,13001.0,Low
172363965,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED",15489.0,28000.0,45%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,5163.0,12511.0,Low
169297990,HP Elitebook 840 G3 Intel Core i7 6th Gen 16GB RAM 512GB SSD 14 Inches- refurbished,29399.0,47599.0,38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88.0,HP,Elitebook,16GB,16.0,GB,i7,,14.0,3.0,9799.666666666666,18200.0,Mid
172416195,"HP  Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz, 8GB RAM 500GB HDD 12.5"" Windows 10 Pro",15980.0,32000.0,50%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,HP,Refurbished,8GB,8.0,GB,,Windows 10,14.0,3.0,5326.666666666667,16020.0,Low
69832784,,20999.0,46999.0,55%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160.0,,,8GB,8.0,,,,14.0,3.0,6999.666666666667,26000.0,Mid
319359853,"HP REFURBLISHED EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver (6 Months WRTY)",27500.0,35000.0,21%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3.0,HP,REFURBLISHED,8GB,8.0,GB,,Windows 11,14.0,4.0,6875.0,7500.0,Mid
10015455,,26000.0,19000.0,13%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208.0,,,8GB,8.0,,,,14.0,3.0,8666.666666666666,-7000.0,Mid
1702393,"HP Refurbished EliteBook 820, Intel Core I5, Slim Model ,8GB RAM , 256GB SSD, Black- 12.5",17199.0,30000.0,43%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,HP,Refurbished,8GB,8.0,GB,,,14.0,3.0,5733.0,12801.0,Low
313589334,"Refurbished ProBook X360 11 g4 Intel core i5 8GB 256GB SSD 2-in-1 11.6"" Touchscreen Ultraslim",18700.0,36000.0,48%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224.0,Refurbished,ProBook,8GB,8.0,GB,i5,,14.0,3.0,6233.333333333333,17300.0,Low
188072214,"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Free Extension.",18999.0,28000.0,32%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208.0,Lenovo,8GB,8GB,8.0,GB,,Windows 11,14.0,3.0,6333.0,9001.0,Low
171306325,"HP Elitebook 840 G4, Intel Core I7 7Th Gen,16GB RAM, 512GB SSD - Refurbished (6M WRTY)",29999.0,54000.0,44%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,HP,Elitebook,16GB,16.0,GB,,,14.0,3.0,9999.666666666666,24001.0,Mid
326150388,"ThinkPad T450/S, Core i5 HDD 500GB RAM  8gb 14 inches Refurbished - Black",17899.0,21499.0,17%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160.0,ThinkPad,"T450/S,",500GB,500.0,GB,i5,,14.0,3.0,5966.333333333333,3600.0,Low
270294120,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED 6 Months Warranty.",15488.0,40000.0,61%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,5162.666666666667,24512.0,Low
148123492,"HP Refurbished EliteBook 820 , Intel Core I5, 8GB RAM, 500GB HDD,  (6 Months WRTY)",16950.0,30000.0,44%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,HP,Refurbished,8GB,8.0,GB,,,14.0,3.0,5650.0,13050.0,Low
8269243,,26000.0,25000.0,36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,,,8GB,8.0,,,,14.0,3.0,8666.666666666666,-1000.0,Mid
1556262,"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Refurbished/Renewed Windows 10",18990.0,35000.0,46%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107.0,HP,EliteBook,8GB,8.0,GB,,Windows 10,14.0,3.0,6330.0,16010.0,Low
177804379,"Apple  MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished",18699.0,34000.0,45%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,3.0,6233.0,15301.0,Low
1291485,"Lenovo Thinkpad T460S Core I5 8GB Ram 512 SSD,   14″ RENEWED",26000.0,32000.0,22%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200.0,Lenovo,Thinkpad,8GB,8.0,GB,,,14.0,3.0,8666.666666666666,6000.0,Mid
325392384,"HP Refurbished, Probook 440 G7 Intel Core I5 10th Gen 16GB RAM 512GB SSD 14 Inch-Touchscreen, FHD Display Notebook PC Laptop-Win 11 Pro (6 Months WRTY",36500.0,50000.0,27%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH TECHNOLOGIES,Good,Excellent,Good,90%,12.0,HP,"Refurbished,",16GB,16.0,GB,,,14.0,4.0,9125.0,13500.0,High
153689290,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED",15487.0,28000.0,45%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,5162.333333333333,12513.0,Low
326150328,"ThinkPad T450/S, Core i5 SSD 256GB RAM  8gb 14 inches Refurbished - Black",18499.0,21999.0,16%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160.0,ThinkPad,"T450/S,",256GB,256.0,GB,i5,,14.0,3.0,6166.333333333333,3500.0,Low
99654491,,20799.0,29000.0,28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,,,8GB,8.0,,,,14.0,3.0,6933.0,8201.0,Mid
326009923,"HP Elitebook 830 G8, 11th Generation Intel Core I7, 16GB Ram, 512GB SSD, 13.3"" FHD (1920 X 1080) Touchscreen Display,",46000.0,70000.0,34%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224.0,HP,Elitebook,16GB,16.0,GB,,,14.0,3.0,15333.333333333334,24000.0,High
265326160,"HP REFURBISHED  ELITEBOOK 840  CORE I5 8GB 500HDD "" TOUCH SCREEN"" (6 Months WRTY)",19999.0,43998.0,55%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164.0,HP,REFURBISHED,8GB,8.0,GB,,,14.0,4.0,4999.75,23999.0,Low
325603270,"HP Refurbished ProBook X360 11 g4 Intel core i5 8GB 258GB SSD 2-in-1 11.6"" Touchscreen Ultraslim",20499.0,28999.0,29%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,4.0,5124.75,8500.0,Mid
310957707,"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.",19500.0,30000.0,35%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17.0,Lenovo,8GB,8GB,8.0,GB,,Windows 11,14.0,3.0,6500.0,10500.0,Low
325576728,"Apple MacBook Pro 13""- Core I5 -8GB RAM, 256GB SSD (2012) Laptop -Silver",18600.0,24000.0,23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Computer Spot Kenya,Excellent,Excellent,Average,86%,32.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,3.0,6200.0,5400.0,Low
314924479,Refurbished 840 g3 intel core i5 8gb ram 256ssd,20805.0,34600.0,40%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224.0,Refurbished,840,8GB,8.0,,i5,,14.0,3.0,6935.0,13795.0,Mid
294202970,"Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GBGB SSD -14"" inches screen display windows 10 pro installed and activated plus complete charger",34500.0,36000.0,4%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56.0,Refurbished,Elitebook,16GB,16.0,GB,,,14.0,2.0,17250.0,1500.0,Mid
320883119,"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -256GB  SSD-Refurbished-Windows 11- 11""",26999.0,35000.0,23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,DELL,Latitude,16GB,16.0,GB,,Windows 11,14.0,4.0,6749.75,8001.0,Mid
265321925,HP EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 Inch Refurbished (6 Months WRTY),18999.0,38998.0,51%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164.0,HP,EliteBook,8GB,8.0,GB,,,14.0,4.0,4749.75,19999.0,Low
156060420,HP REFURBISHED 430 Intel(R)Core(TM) i5-7th Generation 8GB RAM 256GB SSD with a Laptop bag and mouse,20500.0,32600.0,37%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,Unknown,50%,16.0,HP,REFURBISHED,8GB,8.0,GB,i5,,14.0,1.0,20500.0,12100.0,Mid
325893961,"DELL G3 15 3590 HeavyPro Gaming Laptop Intel Core i7 9th Gen, 16GB RAM, 512GB SSD, GTX 1660 Ti 6GB,Warranty Included",47500.0,82000.0,42%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Megacomps ICT hub,Poor,Very Poor,Excellent,46%,237.0,DELL,G3,16GB,16.0,GB,i7,,14.0,5.0,9500.0,34500.0,High
188191005,"HP  Refurbished 16GB RAM, Fast Speed 256GB SSD Probook Laptop, Intel Core I5, 14''Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Extension.",20999.0,23000.0,9%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208.0,HP,Refurbished,16GB,16.0,GB,,Windows 11,14.0,3.0,6999.666666666667,2001.0,Mid
304655964,"HP EliteBook 840 G6-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)",31999.0,36000.0,11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,HP,EliteBook,16GB,16.0,GB,,,14.0,4.0,7999.75,4001.0,Mid
309737070,HP Elitebook 840 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches FHD Display Refurbished,22499.0,30000.0,25%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41.0,HP,Elitebook,8GB,8.0,GB,,,14.0,4.0,5624.75,7501.0,Mid
325918656,"Lenovo  Thinkpad X250 Intel Core I5 8 GB RAM 256 GB SSD 12.5'' Black, 3 Months WRTY Windows 11 pro installed Office 2021  + Laptop bagactivated",16149.0,20000.0,19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,Lenovo,Thinkpad,8GB,8.0,GB,,Windows 11,14.0,2.0,8074.5,3851.0,Low
326636316,DELL Latitude 7270 12.5INCH FHD Screen Intel Core i7 8GB RAM 256GB SSD Ultrabook Laptop REFURBISHED,18500.0,20000.0,8%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,laptop hub limited,,,Unknown,,,DELL,Latitude,8GB,8.0,GB,i7,,14.0,1.0,18500.0,1500.0,Low
325606408,"HP Refurbished Probook X360 Convertible  11.6"" TOUCH SCREEN  Corei5 8GB RAM 256GB SSD Win 11",21499.0,25000.0,14%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,5.0,4299.8,3501.0,Mid
325927107,"DELL Refurbished EX-UK Latitude 5280 12.5"" Business Laptop, Intel Core I5-7300U 2.6GHZ, 8GB RAM, 256GB SSD",17999.0,21000.0,14%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DISKTECH SYSTEMS,Excellent,Excellent,Average,90%,26.0,DELL,Refurbished,8GB,8.0,GB,,,14.0,3.0,5999.666666666667,3001.0,Low
325397766,HP ProBook 440 G7 Core i5-10210U 16GB/ 512GB 14 Inch Windows 11 Pro-Touchscreen installed plus complete charger Refurbished,37500.0,48000.0,22%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH GENERAL SUPPLIES,Good,Excellent,Unknown,94%,14.0,HP,ProBook,16GB,16.0,GB,i5,Windows 11,14.0,1.0,37500.0,10500.0,High
314968645,"Lenovo Thinkpad Yoga 260 x 360 core i5 8GB RAM 256GB SSD 6th generation 12.5 Inches Touchscreen HDMI , USB, Camera convertible 2 in 1 laptop with a stylus pen + Free Bag",25999.0,28000.0,7%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Global Tech Kenya,Good,Excellent,Good,86%,8.0,Lenovo,Thinkpad,8GB,8.0,GB,i5,,14.0,4.0,6499.75,2001.0,Mid
10025990,"HP 8GB Ram, 256GB SSD EliteBook 840 G1, 14'' Screen Display Refurbished Intel Core I5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & Software Installed + Free Bag + Charger + Wireless Mouse,MousePad + Extension",26000.0,30000.0,30%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17.0,HP,8GB,8GB,8.0,GB,,Windows 11,14.0,3.0,8666.666666666666,4000.0,Mid
309737592,HP Elitebook 840 Intel Core I5 8GB RAM 500GB HDD 14 Inches FHD Display Refurbished,16499.0,28000.0,41%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41.0,HP,Elitebook,8GB,8.0,GB,,,14.0,4.0,4124.75,11501.0,Low
325369645,"Lenovo Ideapad 1, Intel Celeron N4500, 8GB RAM, 256GB SSD, 15.6"" FHD Display, Windows 11, Grey (1 YR WRTY)",36999.0,40000.0,8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techovant Solutions Limited,Good,Very Poor,Good,68%,1583.0,Lenovo,Ideapad,8GB,8.0,GB,N4500,Windows 11,14.0,4.0,9249.75,3001.0,High
325513610,"HP EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver",29999.0,35000.0,14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,HP,EliteBook,16GB,16.0,GB,Ryzen 5,,14.0,4.0,7499.75,5001.0,Mid
1337386,HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro,26000.0,46499.0,38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88.0,HP,EliteBook,16GB,16.0,GB,,Windows 10,14.0,3.0,8666.666666666666,20499.0,Mid
325659392,"HP Refurbished Probook X360 11.6""  TOUCH SCREEN Intel 4GB RAM  128GB SSD Win 11",15499.0,19000.0,18%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16.0,HP,Refurbished,4GB,4.0,GB,,,14.0,5.0,3099.8,3501.0,Low
325671707,"DELL Refurbished EX-UK Latitude 7400 – 14"" Full HD Business Laptop, Intel Core i5-8365U (8th Gen), 8GB RAM, 256GB SSD, Windows 11 Pro – Lightweight, Secure & Professional",25999.0,25999.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,DELL,Refurbished,8GB,8.0,GB,i5,Windows 11,14.0,4.0,6499.75,0.0,Mid
168207835,"Lenovo  Refurbished ThinkPad T490- Intel Core i5 16GB RAM, 256GB SSD",30000.0,30000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Symtech Enterprises,Average,Excellent,Good,80%,117.0,Lenovo,Refurbished,16GB,16.0,GB,i5,,14.0,4.0,7500.0,0.0,Mid
239979303,"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 10  (6 Months WRTY)",16999.0,28000.0,39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,DELL,Latitude,8GB,8.0,GB,,,14.0,4.0,4249.75,11001.0,Low
8354965,"Lenovo ThinkPad Yoga 11e Touchscreen 11.6"" Laptop Intel Celeron 4GB RAM 128GB SSD Webcam HDMI Wifi With Windows 11 PRO Installed Activated, Office 2021 Pro Installed Activated + Free Wireless Mouse",16500.0,30000.0,45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17.0,Lenovo,ThinkPad,4GB,4.0,GB,,Windows 11,14.0,3.0,5500.0,13500.0,Low
324312274,"Refurbished Elitebook 820 Core I5, 8GB RAM 256GB SSD -12.5"", Black, 6 Months WRTY",16499.0,19999.0,18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174.0,Refurbished,Elitebook,8GB,8.0,GB,,,14.0,3.0,5499.666666666667,3500.0,Low
1474128,"Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black  (6 Months WRTY)",26000.0,29999.0,44%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160.0,Refurbished,Elitebook,8GB,8.0,GB,,,14.0,3.0,8666.666666666666,3999.0,Mid
9592792,"Lenovo Thinkpad T460s/T470s 8GB Ram 256GB SSD Slim 14 inches Screen Display Ultrabook Refurbished Laptop Intel Core i5, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.",26000.0,27000.0,16%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1.0,Lenovo,Thinkpad,8GB,8.0,GB,i5,Windows 11,14.0,2.0,13000.0,1000.0,Mid
326505852,HP Refurbished EliteBook 820 G4 Core i5 7th Gen 8GB RAM 256GB SSD 12.5 Inch Ultra Slim Laptop + Bag & Mouse.,22999.0,30000.0,23%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,4.0,5749.75,7001.0,Mid
325893511,Lenovo Thinkpad T460S  Refurbished -Core I5 6th gen 8GB RAM -256GB SSD-Dos-14 inches screen size windows 11 pro installed plus complete charger FREE WIRELESS MOUSE,20000.0,22000.0,9%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,NEILEY TECHNOLOGGIES,Average,Excellent,Good,80%,2.0,Lenovo,Thinkpad,8GB,8.0,GB,,,14.0,4.0,5000.0,2000.0,Low
7582291,"EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)",21999.0,40000.0,45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,EliteBook,820,8GB,8.0,GB,,,14.0,3.0,7333.0,18001.0,Mid
325430829,"HP  EliteBook 830 G5 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver",26000.0,33000.0,21%,7 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3.0,HP,EliteBook,8GB,8.0,GB,,,14.0,4.0,6500.0,7000.0,Mid
1474094,"DELL Latitude 7280, Core I5 8GB RAM 256GB SSD, 12.5"" Refurbished (6Months WRTY)",26000.0,23000.0,26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79.0,DELL,Latitude,8GB,8.0,GB,,,14.0,4.0,6500.0,-3000.0,Mid
9595909,"HP  8GB Ram, 256GB SSD EliteBook 840 G1, 14'' Screen Display Refurbished Intel Core i5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & software Installed + Free Bag + Charger + wireless Mouse,MousePad + Extension",26000.0,30000.0,27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17.0,HP,8GB,8GB,8.0,GB,i5,Windows 11,14.0,3.0,8666.666666666666,4000.0,Mid
1556230,HP Refurbished EliteBook 840 G2 Core I5 5th Gen 8GB 1TB HDD,26000.0,30000.0,35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,6500.0,4000.0,Mid
325266354,HP  REFURBISHED ELITEBOOK TOUCH SCREEN 840 G3 6TH GEN CORE I5 8GB 256GB SSD 14''INCHES WINDOWS 10,26000.0,35000.0,26%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9.0,HP,REFURBISHED,8GB,8.0,GB,,,14.0,5.0,5200.0,9000.0,Mid
9993129,"Lenovo 8GB RAM, 500GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension",16500.0,20000.0,18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11.0,Lenovo,8GB,8GB,8.0,GB,,Windows 11,14.0,1.0,16500.0,3500.0,Low
