laptop_id,name,price,price_before_discount,discount_pct,status,delivery_to_nairobi,seller,seller_shipping_speed,seller_quality-score,seller_customer_rating,seller_score,seller's_followers,scraped_at
297502343,Lenovo REFURBISHED THINKPAD T490S Intel(R) Core i7 8TH Gen 8 GB RAM 256 SSD 14 Inch Display Windows 10 Pro,"KSh 36,995","KSh 45,000",18%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-27 03:32:17
325722230,"HP  Refurbished Elitebook 840 G5 14"" FHD Intel Core I7-8250U,16GB RAM,512GB SSD Windows 11","KSh 39,000","KSh 54,999",29%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149,2026-01-27 03:32:18
9953337,"HP Renewed Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256 -14"", Sliver",,"KSh 41,000",46%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130,2026-01-27 03:32:19
326275151,"DELL Refurbished Latitude 7310 Core i5 10th Gen 16GB RAM 256GB SSD 13.3 Inches FHD windows 11 pro, HDMI, Type c, Camera, WIFI Notebook PC","KSh 35,990","KSh 42,000",14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Hamez  Technologies,Excellent,Excellent,,98%,52,2026-01-27 03:32:50
325386731,"HP Refurbished EX-UK EliteBook 830 G7, Intel Core i7-10610U up to 4.90 GHz, 16 GB RAM, 512GB SSD, Backlit Keyboard, Windows 11 Pro, 13.3"" FHD (1920x1080) Touchscreen Display","KSh 47,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Nova Africa Entreprise,Good,Poor,Good,68%,32,2026-01-27 03:33:51
326465825,"HP  Elitebook 1030 G4 X360 Core I7 16GB 512GB SSD 2in1 Convertible 13.3 Touchscreen FHD, WINDOWS 11 PRO INSTALLED AND ACTIVED PLUS COMPLETE CHARGER","KSh 50,000","KSh 60,000",17%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:33:52
277214879,"HP Refurbished EliteBook 840 G2 5th Gen, Intel Core I7, 1TB HDD, 8GB RAM, Black , 14""","KSh 23,899","KSh 30,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonehub Kenya,Good,Poor,Good,74%,13,2026-01-27 03:33:53
200780748,HP Refurbished Elitebook 1030 G2 X360 Core I5 8GB 256GB SSD 2in1 13.3 Touchscreen FHD + Mouse,"KSh 35,624","KSh 70,000",49%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Delta System,Good,Excellent,Average,82%,16,2026-01-27 03:33:54
325808304,"DELL  XPS 13 9360 13.3"" 7th Gen Intel Core I5-7200U, 8GB RAM, 256GB SSD Win 10","KSh 45,700","KSh 55,938",18%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-27 03:33:55
137393726,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 1TB HDD (2012) Laptop Silver Refurbished,  (6 Months WRTY)","KSh 23,500","KSh 45,000",48%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:33:56
322062726,HP Refurbished EliteBook 840 G5 Core I7 16GB 512GB SSD 8th Gen 14 Inch Ultrabook Laptop (6 Months WRTY) + WIRELESS MOUSE,"KSh 39,999","KSh 45,000",11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-27 03:33:57
1556326,"Lenovo Refurbished Thinkpad T460 Core I5 8GB Ram 256GB SSD, 6th Generation 14Inches","KSh 19,999","KSh 27,000",26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113,2026-01-27 03:33:58
325447447,"DELL 13.3 Inch Refurbished XPS 13 9380, Core I7 8th Gen, 16GB RAM, 256GB SSD + Mouse","KSh 44,400","KSh 54,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-27 03:33:59
326378622,"HP Refurbished Elitebook 745 G6 AMD Ryzen 5 Pro 3500U, 16GB RAM 512GB SSD, 2GB Radeon Graphics, 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop .","KSh 34,999",,,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PATECH SUPPLIES,Good,Excellent,Average,84%,145,2026-01-27 03:35:00
325789909,HP REFURBISHED PROBOOK 11G4 INTEL CORE I5 8TH GENERATION 8GB RAM MEMORY 256GB SSD GREY COLOR 11.5 INCHES,"KSh 22,499","KSh 28,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ZLIT STORES,,,,,1,2026-01-27 03:37:01
1702397,"HP EliteBook 820 Core I5, 16GB RAM 500GB HDD -12.5inch , Black Refurbished Windows 10","KSh 24,500","KSh 30,000",18%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-27 03:37:02
308867804,HP REFURBISHED Elitebook 745 G6 AMD Ryzen 7 Pro 3700U W/Radeon 16 Gb 256,"KSh 37,799","KSh 45,700",17%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,,50%,16,2026-01-27 03:37:33
326310269,"Lenovo --Lenovo ThinkPad T490s Touchscreen Core I5 -8th Gen-16GB RAM-256GB SSD-Refurbished 14""-Black-Win 11","KSh 30,999","KSh 45,999",33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-27 03:37:34
8354933,"Lenovo Thinkpad X280 Intel Core I5 8th Gen- 8GB RAM 256GB SSD, Refurbished 13'' Black  (6 Months WRTY)",,"KSh 27,899",30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:37:35
314887251,"Lenovo Refurbished ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display + Wired Gaming Mouse","KSh 20,899","KSh 30,000",30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27,2026-01-27 03:37:37
286374866,"Lenovo Thinkpad T460 Core I5 8GB Ram 256GB SSD, 14inch Refurbished","KSh 19,899","KSh 28,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113,2026-01-27 03:37:38
325268302,"DELL Refurbished EX-UK Latitude 7430 Laptop, Intel 12th Gen Core i5-1235U(10-Core), 512GB SSD, 16GB RAM, 14"" Full HD (1920x1080), Windows 11 Pro","KSh 45,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-27 03:38:38
248441504,"HP  Refurbished EliteBook Folio 1040 G3 Core i5 256GB SSD 8GB RAM 6th Gen 14"" Ultra Slim Laptop.","KSh 31,900","KSh 50,000",36%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81,2026-01-27 03:38:39
325286205,"HP Refurbished EX-UK ProBook x360 11 G6 EE, Intel Core i5 10th Generation, 8GB RAM 128GB SSD, 11.6"" HD (1366 x 768) Touchscreen Display","KSh 23,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-27 03:39:40
7585022,"DELL Latitude 3150 , 4GB RAM 128GB SSD, 11.6 Inches , Windows 10 PRO, Quad Core Intel Celeron  Refurbished Laptop",,"KSh 26,000",39%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-27 03:39:42
325790321,"Lenovo Thinkpad Yoga 380 Intel Core I5 8th Gen, 8GB ram 256GB SSD-Refurbished X360 TouchScreen, Black, 13.3 screen display + Laptop bag","KSh 27,074","KSh 35,000",23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6,2026-01-27 03:39:43
325588194,"HP Refurbished EliteBook 840 G7 Core i5 16GB RAM 256GB SSD 14"" Touchscreen 10th Gen Windows 11 Pro Slim Laptop - Silver + Bag (6 Months WRTY)","KSh 39,899","KSh 60,000",34%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-27 03:39:43
188081143,"HP Refurbished  EliteBook 840 G1 Intel Core I5 4th Gen 8GB RAM 500GB HDD, Activated Windows 11 PRO , Office & Basic Software Installed + FREE WIRELESS MOUSE","KSh 24,500","KSh 30,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-27 03:39:44
326032469,DELL  latitude 5310 coi7,"KSh 34,000",,,7 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLYTECH COMPUTER SOLUTIONS,,,,,,2026-01-27 03:42:45
116212434,"HP EliteBook 840 G4, Intel Core I7 7th Gen, 16GB RAM, 512GB SSD, 14""","KSh 34,599","KSh 58,399",41%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BOSY TECHNOLOGIES,Good,Excellent,Excellent,96%,25,2026-01-27 03:42:46
324249573,HP ProBook x360 11 G4 EE Notebook PC Intel Core i5 8th Gen 8GB RAM 256GB SSD 11.6 Inch HD Touchscreen Display (Refurbished),"KSh 23,000","KSh 25,000",8%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Bundo Tech,Good,Excellent,Good,90%,48,2026-01-27 03:42:47
312852408,"HP Refurbished EliteBook 840 G2 5th Gen, Intel Core I7, 500GB HDD, 8GB RAM, Black , 14""","KSh 19,999","KSh 26,000",23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12,2026-01-27 03:42:48
325384803,"Lenovo  Refurbished EX-UK ThinkPad X380 Yoga 2-in-1 Laptop, Intel Core i7-8650U 8th Gen, 512GB SSD, 16GB RAM, Windows 11 Pro, 13.3"" FHD (1920 x 1080) Touchscreen","KSh 45,000",,,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149,2026-01-27 03:43:49
195320318,HP Refurbished EliteBook 840G3 I5 8gb Ram + 512gb Ssd Non-touch,"KSh 29,999","KSh 45,000",33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-27 03:43:50
312605677,"HP Refurbished EliteBook 820 G1 Core I7 8GB RAM 500GB 12.5"" Slim Ultrabook Laptop, (6 Months WRTY)","KSh 19,999","KSh 25,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12,2026-01-27 03:43:51
285586677,Lenovo Refurbished Thinkpad X240 Intel Core I5 4GB RAM 500GB HDD 12.5'' Black,"KSh 15,700","KSh 21,000",25%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-27 03:43:53
325312514,"HP Refurbished EX-UK ProBook x360 435 G8 13.3"" Touchscreen 2 in 1 Notebook, AMD Ryzen 5, 16 GB RAM, 256 GB SSD, Windows 11 Pro","KSh 40,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-27 03:44:54
324985610,HP Refurbished EliteBook 840 G3 Core I7 8GB 256GB SSD 6th Gen 14Inch Win 10 Laptop (6 Months WRTY),"KSh 26,499","KSh 30,000",12%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6,2026-01-27 03:44:55
161259898,"Lenovo Yoga 11e X360 Intel Core i5 7th gen  8GB 256GB SSD Touchscreen 11.6"" Convertible Laptop With Stylus pen","KSh 23,500","KSh 28,000",16%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Hamez  Technologies,Excellent,Excellent,,98%,52,2026-01-27 03:45:26
9532735,"Lenovo ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display",,"KSh 27,988",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23,2026-01-27 03:45:27
325718013,HP EliteBook 845 G8 Notebook - 14Inch - AMD Ryzen 5 Pro - 5650U - 16 GB RAM - 256 GB SSD (Refurbished),"KSh 36,500","KSh 40,000",9%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Nova Africa Entreprise,Good,Poor,Good,68%,32,2026-01-27 03:45:28
322705539,"HP EliteBook 840 G6 Touchscreen 8th Gen-Core I7-16GB RAM, 512GB-SSD-Refurbished-14""- Silver-Win 11 (6 Months WRTY) + WIRELESS MOUSE","KSh 40,374","KSh 50,000",19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6,2026-01-27 03:45:29
9964601,"HP  ProBook X360 11 G6 – Core I5 10th Gen, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 10 , Refurbished 6months Warranty",,"KSh 28,000",25%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130,2026-01-27 03:45:31
325312139,HP Refurbished Laptop ProBook x360 11 G4 EE Notebook PC Intel Core i5 8th Gen 8GB RAM 256GB SSD 11.6 Inch HD Touchscreen Display,"KSh 21,000","KSh 24,000",13%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Tehillah Distributors,Very Poor,Excellent,Good,68%,10,2026-01-27 03:45:32
326040262,DELL DELL_ Refurbished Latitude 7440 Laptop Core I5 1.9 GHz 8GB RAM 256GB Ssd 14 Inch Display,"KSh 17,999","KSh 30,999",42%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-27 03:45:33
317153033,"Lenovo Refurbished T490s,touchscreen Intel Core I7 8th Gen, 16GB RAM, 512GB SSD","KSh 38,999","KSh 50,000",22%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9,2026-01-27 03:45:34
325769741,"HP EliteBook 820 G3 - 12.5"" Ultra-Portable Laptop - 6th Gen Core i5, 8GB RAM, 256GB SSD - Windows 10 Pro (Renewed) - Black/Silver","KSh 19,899","KSh 24,999",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HamnduEnterprise,Average,Excellent,Good,82%,10,2026-01-27 03:45:35
312693034,"Apple Refurbished MacBook Pro 13"" Intel Core I5 8GB RAM, 500GB HDD ( 2012) 2.5GHz- Silver","KSh 23,599","KSh 33,000",28%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TheRoberts KE enterprise,Average,Excellent,,84%,10,2026-01-27 03:46:06
245823329,HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished,"KSh 20,440","KSh 29,999",32%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130,2026-01-27 03:46:07
323682618,"Lenovo REFURBRISDED X240 8GB RAM, 256GB SSD, Intel Core I5, 12.5'' Screen Display, Windows 10 PRO Activated, Office & Basic Software Installed +Charger + Laptop Bag","KSh 15,674","KSh 20,000",22%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lola Tech,Good,Excellent,Average,84%,4,2026-01-27 03:46:07
265427086,"REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 1TB HDD WINDOWS 10","KSh 19,999","KSh 29,999",33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174,2026-01-27 03:46:08
315039423,Lenovo  ThinkPad Yoga 370 – Refurbished  7th Gen Intel Core i5 8GB RAM 256GB SSD 13.3” FHD Touchscreen x360 Convertible Windows & Office Installed,"KSh 25,000","KSh 27,999",11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop Garage _Ke,Excellent,Excellent,,98%,11,2026-01-27 03:46:39
321927374,"Lenovo ThinkPad X260 Intel Core I7 8GB RAM 256GB SSD, 12.5 Inches Display Refurbished Laptop","KSh 19,699","KSh 31,679",38%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23,2026-01-27 03:46:40
317068449,"Lenovo ThinkPad T480s,Core I7-8th Gen,8GB RAM, 256GB SSD, Refurbished- Windows 11 Pro","KSh 28,650","KSh 42,000",32%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH TECHNOLOGIES,Good,Excellent,Good,90%,12,2026-01-27 03:46:41
305609360,"HP Refurbished Probook 640 G2 Intel Core I5 - 6th Generation - 500GB HDD- 8GB RAM -14"" - Black","KSh 17,199","KSh 24,000",28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-27 03:46:42
319355723,"HP Refurbished Elitebook 745 G6 AMD Ryzen 5 Pro 3500U 16GB RAM 256GB SSD 2GB Radeon Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop Plus Free Laptop Stand","KSh 32,299","KSh 40,000",19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6,2026-01-27 03:46:43
326228743,HP --HP Refurbrished  ProBook 430 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches,"KSh 21,999","KSh 35,999",39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-27 03:46:44
315139189,"HP REFURBISHED ELITEBOOK 8460P, CORE I5, 8 GB RAM, 500 HDD, 14'' - SILVER","KSh 18,000",,,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Onclick Technologies,Average,Excellent,Excellent,86%,3,2026-01-27 03:47:45
316842280,"HP  Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256GB -14"", Sliver (6M WRTY)","KSh 22,090","KSh 46,999",53%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:47:45
325604532,DELL Refurbished Latitude 5320 i5 11th Gen,"KSh 29,500","KSh 33,000",11%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Tehillah Distributors,Very Poor,Excellent,Good,68%,10,2026-01-27 03:47:47
325722899,HP  Refurbished Elitebook 1030 G3 Core I7 16GB RAM 512GB SSD X360 8th Gen 2-In-1 Convertible 13.3 Touchscreen FHD Business Laptop +Bag (6 Months WRTY),"KSh 45,000","KSh 70,000",36%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149,2026-01-27 03:47:47
325807372,"HP EliteBook 820 G1 Core I7 1TB HDD 8GB RAM 12.5"" Slim Laptop, Clean Refurbished.","KSh 22,190","KSh 26,000",15%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-27 03:47:49
325929759,DELL REFURBISHED LATITUDE 7280 INTEL CORE I5 6TH GENERATION 8GB RAM MEMORY 256GB SSD BLACK COLOR 6 MONTHS  WARANTY 12.5 INCHES,"KSh 20,999","KSh 29,000",28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptoppalace,Excellent,,,98%,3,2026-01-27 03:48:49
325656039,HP Refurbished EliteBook 840 G3 Core I7 8GB 256GB SSD 6th Gen 14 Inch Touchscreen,"KSh 26,999","KSh 33,999",21%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76,2026-01-27 03:48:50
320069583,"EliteBook 830 G6 Core I7-8th Gen-16GB Ram- 512GB SSD- Refurbished- 13.3""-Silver","KSh 39,999","KSh 46,999",15%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-27 03:48:51
312675659,HP Refurbished EX-UK EliteBook x360 1030 G2 Notebook PC Intel Core i5 7th Gen 8GB RAM 256GB SSD 13.3 Inches FHD Multi-Touch Display,"KSh 38,500",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-27 03:49:52
325440175,"Lenovo  Refurbished ThinkPad T490s Business Laptop, 14-Inch FHD Intel Core I5-8365U 1.6GHz 8GB RAM 256GB SSD Windows  11 pro 64bit Office 2021 Activated  + Laptop Sleeve","KSh 28,024","KSh 35,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27,2026-01-27 03:49:53
326248832,"HP --HP Refurbished Laptop Elitebook 840 G1 Core I5, 8GB RAM, 500GB HDD 14"" Windows 11 Trial","KSh 19,999","KSh 28,999",31%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,,90%,4,2026-01-27 03:50:24
325824112,"HP  Refurbished EX-UK EliteBook x360 1040 G7, Intel Core i5 10th Gen, 16GB RAM, 256GB SSD, 14"" FHD (1920 x 1080) Touchscreen, Windows 11 Pro","KSh 48,000","KSh 52,000",8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:50:25
9507958,DELL Latitude 5300 Refurbished Core i5 -8th Generation 8GB RAM 256GB SSD 6 months Warranty,,"KSh 40,000",38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,WAISY,,,,,6,2026-01-27 03:52:26
326268059,"Lenovo  Refurbished Thinkpad X250 Intel Core I5, 8GB RAM, 256GB HDD, 12.5'' Black Win 10","KSh 16,100","KSh 20,000",20%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-27 03:52:27
8266486,"HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 1 TB 14'' WINDOWS 10, 6 Months WRTY",,"KSh 18,000",6%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCT CENTER,Excellent,Very Poor,Excellent,64%,30,2026-01-27 03:52:28
315480904,"HP  EliteBook 840 G5-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win (6 Months WRTY)","KSh 31,500","KSh 37,000",15%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10,2026-01-27 03:52:29
326321372,"Lenovo LENOVO-THINKPAD X240 8GB RAM, 256GB SSD, Intel Core I5, 12.5'' Screen Display, Windows 11 PRO Activated, Office & Basic Software Installed +Charger(REFURBISHED)","KSh 17,999","KSh 35,999",50%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-27 03:52:30
325545282,"Lenovo  ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display","KSh 19,399","KSh 27,988",31%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-27 03:52:31
325330027,"HP ThinkPad T480, 14 Inch, Core i5, 8 GB, 256 GB SSD, Windows 10 – Refurbished","KSh 29,567","KSh 32,999",10%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Hartlaubs,Excellent,Excellent,Excellent,96%,18,2026-01-27 03:52:32
1662743,"Lenovo ThinkPad Yoga 11e X 360 Core i3, 8GB RAM 128GB SSD, 11.6 Inches Touchscreen 2 in 1 Refurbished laptop",,"KSh 28,000",36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Hamez  Technologies,Excellent,Excellent,,98%,52,2026-01-27 03:53:03
313093818,"Lenovo ThinkPad X250 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 15,699","KSh 22,000",29%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12,2026-01-27 03:53:04
156089298,"HP Renewed EliteBook 820 Core I5, 4GB RAM 500GB HDD 12.5"" Windows 10 Pro","KSh 15,496","KSh 32,000",52%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-27 03:53:05
269945798,"HP Refurbished EliteBook 820, Intel Core I5, Slim Model , 500HDD, 4GB RAM , Black- 12.5"" 6 Months Warranty.","KSh 16,000","KSh 30,000",47%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-27 03:53:06
325650560,"OFFER!!OFFER!!HP EliteBook 830 G5 Refurbished Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inches Windows 11 Pro 64bit Office 2021 Activated ,Superclean ,Lightweight,Sleek","KSh 26,999","KSh 44,000",39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,,90%,4,2026-01-27 03:53:37
293234281,"Lenovo Refurbished, X380 Yoga 2-in-1 Laptop, 13.3in FHD Touchscreen, Intel Core i5-8th gen 8GB DDR4, 256 GB Solid State Drive, Windows 10 Pro (6 Months WRTY)","KSh 31,499","KSh 42,000",25%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32,2026-01-27 03:53:40
325540594,"DELL Refurbished EX-UK Latitude 7420 Laptop, 14"" FHD Display, Intel Core i5-G7 Quad Core 11th Gen Processor, 16GB RAM, 512GB SSD, WiFi, Bluetooth, Webcam, Windows 11 Pro","KSh 41,500","KSh 48,000",14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-27 03:53:44
