laptop_id,name,price,price_before_discount,discount_pct,status,delivery_to_nairobi,seller,seller_shipping_speed,seller_quality-score,seller_customer_rating,seller_score,seller's_followers,scraped_at
304572281,"Blueing 15.6"" Laptop J4125 8GB+256GB SSD Student Portable Computer","KSh 22,760","KSh 27,131",16%,,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,T H-COD,Excellent,Very Poor,Average,56%,18,2026-01-26 17:24:08
304776120,"Blueing 14"" Laptop N3350 6GB+192GB SSD Portable Computer Student Pc","KSh 20,971","KSh 23,817",12%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,T H-COD,Excellent,Very Poor,Average,56%,18,2026-01-26 17:24:08
313131673,"HP  EliteBook 830 G5/6 – Core i5 7th Gen, 8GB RAM, 256GB SSD, 13.3” FHD Display, Windows 10 /windows 11","KSh 24,499","KSh 45,000",46%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:24:09
326032950,"Microsoft REFURBISHED Surface Go 1824 Commercial, 10"" Pixelsense Touch Display, Intel Pentium 4415Y, 8GB RAM+  128GB SSD, Windows 11","KSh 18,000","KSh 23,499",23%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Jumia,,,,100%,,2026-01-26 17:26:11
189512072,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 22,500","KSh 30,000",25%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:26:11
7361962,"HP  Refurbished EliteBook/Probook Laptops Intel Core I5, 8GB RAM, 500GB HDD, 14'' Inch Screen Display Laptop  Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Extension.",,"KSh 25,000",28%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:26:13
89309477,"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)","KSh 16,999","KSh 36,798",54%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:26:15
247886969,"HP EliteBook 840 G1/G2 Refurbished Intel Core I5 -8GB Ram -256GB SSD-Black-14""","KSh 16,999","KSh 30,000",43%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:16
172363965,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 15,489","KSh 28,000",45%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:17
169297990,HP Elitebook 840 G3 Intel Core i7 6th Gen 16GB RAM 512GB SSD 14 Inches- refurbished,"KSh 29,399","KSh 47,599",38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88,2026-01-26 17:26:18
172416195,"HP  Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz, 8GB RAM 500GB HDD 12.5"" Windows 10 Pro","KSh 15,980","KSh 32,000",50%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:19
69832784,,"KSh 20,999","KSh 46,999",55%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:26:20
319359853,"HP REFURBLISHED EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver (6 Months WRTY)","KSh 27,500","KSh 35,000",21%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3,2026-01-26 17:26:21
10015455,,,"KSh 19,000",13%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:26:23
1702393,"HP Refurbished EliteBook 820, Intel Core I5, Slim Model ,8GB RAM , 256GB SSD, Black- 12.5","KSh 17,199","KSh 30,000",43%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:24
313589334,"Refurbished ProBook X360 11 g4 Intel core i5 8GB 256GB SSD 2-in-1 11.6"" Touchscreen Ultraslim","KSh 18,700","KSh 36,000",48%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:26:24
188072214,"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad + Free Extension.","KSh 18,999","KSh 28,000",32%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:26:25
171306325,"HP Elitebook 840 G4, Intel Core I7 7Th Gen,16GB RAM, 512GB SSD - Refurbished (6M WRTY)","KSh 29,999","KSh 54,000",44%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-26 17:26:26
326150388,"ThinkPad T450/S, Core i5 HDD 500GB RAM  8gb 14 inches Refurbished - Black","KSh 17,899","KSh 21,499",17%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:26:27
270294120,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED 6 Months Warranty.","KSh 15,488","KSh 40,000",61%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:28
148123492,"HP Refurbished EliteBook 820 , Intel Core I5, 8GB RAM, 500GB HDD,  (6 Months WRTY)","KSh 16,950","KSh 30,000",44%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:26:29
8269243,,,"KSh 25,000",36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:26:30
1556262,"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Refurbished/Renewed Windows 10","KSh 18,990","KSh 35,000",46%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 17:26:31
177804379,"Apple  MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 18,699","KSh 34,000",45%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:32
1291485,"Lenovo Thinkpad T460S Core I5 8GB Ram 512 SSD,   14″ RENEWED",,"KSh 32,000",22%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 17:26:33
325392384,"HP Refurbished, Probook 440 G7 Intel Core I5 10th Gen 16GB RAM 512GB SSD 14 Inch-Touchscreen, FHD Display Notebook PC Laptop-Win 11 Pro (6 Months WRTY","KSh 36,500","KSh 50,000",27%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH TECHNOLOGIES,Good,Excellent,Good,90%,12,2026-01-26 17:26:34
153689290,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED","KSh 15,487","KSh 28,000",45%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 17:26:35
326150328,"ThinkPad T450/S, Core i5 SSD 256GB RAM  8gb 14 inches Refurbished - Black","KSh 18,499","KSh 21,999",16%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:26:36
99654491,,"KSh 20,799","KSh 29,000",28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-26 17:26:36
326009923,"HP Elitebook 830 G8, 11th Generation Intel Core I7, 16GB Ram, 512GB SSD, 13.3"" FHD (1920 X 1080) Touchscreen Display,","KSh 46,000","KSh 70,000",34%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:26:38
265326160,"HP REFURBISHED  ELITEBOOK 840  CORE I5 8GB 500HDD "" TOUCH SCREEN"" (6 Months WRTY)","KSh 19,999","KSh 43,998",55%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164,2026-01-26 17:26:38
325603270,"HP Refurbished ProBook X360 11 g4 Intel core i5 8GB 258GB SSD 2-in-1 11.6"" Touchscreen Ultraslim","KSh 20,499","KSh 28,999",29%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES SHOP,Good,Excellent,Good,90%,76,2026-01-26 17:26:39
310957707,"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 19,500","KSh 30,000",35%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:26:40
325576728,"Apple MacBook Pro 13""- Core I5 -8GB RAM, 256GB SSD (2012) Laptop -Silver","KSh 18,600","KSh 24,000",23%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Computer Spot Kenya,Excellent,Excellent,Average,86%,32,2026-01-26 17:26:41
314924479,Refurbished 840 g3 intel core i5 8gb ram 256ssd,"KSh 20,805","KSh 34,600",40%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:26:42
294202970,"Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GBGB SSD -14"" inches screen display windows 10 pro installed and activated plus complete charger","KSh 34,500","KSh 36,000",4%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 17:26:43
320883119,"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -256GB  SSD-Refurbished-Windows 11- 11""","KSh 26,999","KSh 35,000",23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:26:44
265321925,HP EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 Inch Refurbished (6 Months WRTY),"KSh 18,999","KSh 38,998",51%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HAMEDA TECHNOLOGIES,Good,Very Poor,Good,60%,164,2026-01-26 17:26:45
156060420,HP REFURBISHED 430 Intel(R)Core(TM) i5-7th Generation 8GB RAM 256GB SSD with a Laptop bag and mouse,"KSh 20,500","KSh 32,600",37%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,,50%,16,2026-01-26 17:27:16
325893961,"DELL G3 15 3590 HeavyPro Gaming Laptop Intel Core i7 9th Gen, 16GB RAM, 512GB SSD, GTX 1660 Ti 6GB,Warranty Included","KSh 47,500","KSh 82,000",42%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Megacomps ICT hub,Poor,Very Poor,Excellent,46%,237,2026-01-26 17:27:17
188191005,"HP  Refurbished 16GB RAM, Fast Speed 256GB SSD Probook Laptop, Intel Core I5, 14''Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Extension.","KSh 20,999","KSh 23,000",9%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 17:27:18
304655964,"HP EliteBook 840 G6-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)","KSh 31,999","KSh 36,000",11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:27:19
309737070,HP Elitebook 840 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches FHD Display Refurbished,"KSh 22,499","KSh 30,000",25%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41,2026-01-26 17:27:20
325918656,"Lenovo  Thinkpad X250 Intel Core I5 8 GB RAM 256 GB SSD 12.5'' Black, 3 Months WRTY Windows 11 pro installed Office 2021  + Laptop bagactivated","KSh 16,149","KSh 20,000",19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6,2026-01-26 17:27:21
326636316,DELL Latitude 7270 12.5INCH FHD Screen Intel Core i7 8GB RAM 256GB SSD Ultrabook Laptop REFURBISHED,"KSh 18,500","KSh 20,000",8%,4 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,laptop hub limited,,,,,,2026-01-26 17:29:21
325606408,"HP Refurbished Probook X360 Convertible  11.6"" TOUCH SCREEN  Corei5 8GB RAM 256GB SSD Win 11","KSh 21,499","KSh 25,000",14%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16,2026-01-26 17:29:23
325927107,"DELL Refurbished EX-UK Latitude 5280 12.5"" Business Laptop, Intel Core I5-7300U 2.6GHZ, 8GB RAM, 256GB SSD","KSh 17,999","KSh 21,000",14%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DISKTECH SYSTEMS,Excellent,Excellent,Average,90%,26,2026-01-26 17:29:24
325397766,HP ProBook 440 G7 Core i5-10210U 16GB/ 512GB 14 Inch Windows 11 Pro-Touchscreen installed plus complete charger Refurbished,"KSh 37,500","KSh 48,000",22%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH GENERAL SUPPLIES,Good,Excellent,,94%,14,2026-01-26 17:29:55
314968645,"Lenovo Thinkpad Yoga 260 x 360 core i5 8GB RAM 256GB SSD 6th generation 12.5 Inches Touchscreen HDMI , USB, Camera convertible 2 in 1 laptop with a stylus pen + Free Bag","KSh 25,999","KSh 28,000",7%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Global Tech Kenya,Good,Excellent,Good,86%,8,2026-01-26 17:29:56
10025990,"HP 8GB Ram, 256GB SSD EliteBook 840 G1, 14'' Screen Display Refurbished Intel Core I5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & Software Installed + Free Bag + Charger + Wireless Mouse,MousePad + Extension",,"KSh 30,000",30%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:29:57
309737592,HP Elitebook 840 Intel Core I5 8GB RAM 500GB HDD 14 Inches FHD Display Refurbished,"KSh 16,499","KSh 28,000",41%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MOBI STORES,Excellent,Average,Good,80%,41,2026-01-26 17:29:58
325369645,"Lenovo Ideapad 1, Intel Celeron N4500, 8GB RAM, 256GB SSD, 15.6"" FHD Display, Windows 11, Grey (1 YR WRTY)","KSh 36,999","KSh 40,000",8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techovant Solutions Limited,Good,Very Poor,Good,68%,1583,2026-01-26 17:29:59
325513610,"HP EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver","KSh 29,999","KSh 35,000",14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:30:01
1337386,HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro,,"KSh 46,499",38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88,2026-01-26 17:30:02
325659392,"HP Refurbished Probook X360 11.6""  TOUCH SCREEN Intel 4GB RAM  128GB SSD Win 11","KSh 15,499","KSh 19,000",18%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16,2026-01-26 17:30:03
325671707,"DELL Refurbished EX-UK Latitude 7400 – 14"" Full HD Business Laptop, Intel Core i5-8365U (8th Gen), 8GB RAM, 256GB SSD, Windows 11 Pro – Lightweight, Secure & Professional","KSh 25,999",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 17:31:04
168207835,"Lenovo  Refurbished ThinkPad T490- Intel Core i5 16GB RAM, 256GB SSD","KSh 30,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Symtech Enterprises,Average,Excellent,Good,80%,117,2026-01-26 17:32:05
239979303,"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 10  (6 Months WRTY)","KSh 16,999","KSh 28,000",39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:32:05
8354965,"Lenovo ThinkPad Yoga 11e Touchscreen 11.6"" Laptop Intel Celeron 4GB RAM 128GB SSD Webcam HDMI Wifi With Windows 11 PRO Installed Activated, Office 2021 Pro Installed Activated + Free Wireless Mouse","KSh 16,500","KSh 30,000",45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:32:06
324312274,"Refurbished Elitebook 820 Core I5, 8GB RAM 256GB SSD -12.5"", Black, 6 Months WRTY","KSh 16,499","KSh 19,999",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174,2026-01-26 17:32:07
1474128,"Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -14"", Black  (6 Months WRTY)",,"KSh 29,999",44%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:32:08
9592792,"Lenovo Thinkpad T460s/T470s 8GB Ram 256GB SSD Slim 14 inches Screen Display Ultrabook Refurbished Laptop Intel Core i5, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.",,"KSh 27,000",16%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1,2026-01-26 17:32:09
326505852,HP Refurbished EliteBook 820 G4 Core i5 7th Gen 8GB RAM 256GB SSD 12.5 Inch Ultra Slim Laptop + Bag & Mouse.,"KSh 22,999","KSh 30,000",23%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81,2026-01-26 17:32:10
325893511,Lenovo Thinkpad T460S  Refurbished -Core I5 6th gen 8GB RAM -256GB SSD-Dos-14 inches screen size windows 11 pro installed plus complete charger FREE WIRELESS MOUSE,"KSh 20,000","KSh 22,000",9%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,NEILEY TECHNOLOGGIES,Average,Excellent,Good,80%,2,2026-01-26 17:32:10
7582291,"EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)","KSh 21,999","KSh 40,000",45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 17:32:11
325430829,"HP  EliteBook 830 G5 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver","KSh 26,000","KSh 33,000",21%,7 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3,2026-01-26 17:32:12
1474094,"DELL Latitude 7280, Core I5 8GB RAM 256GB SSD, 12.5"" Refurbished (6Months WRTY)",,"KSh 23,000",26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-26 17:32:13
9595909,"HP  8GB Ram, 256GB SSD EliteBook 840 G1, 14'' Screen Display Refurbished Intel Core i5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & software Installed + Free Bag + Charger + wireless Mouse,MousePad + Extension",,"KSh 30,000",27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:32:14
1556230,HP Refurbished EliteBook 840 G2 Core I5 5th Gen 8GB 1TB HDD,,"KSh 30,000",35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79,2026-01-26 17:32:15
325266354,HP  REFURBISHED ELITEBOOK TOUCH SCREEN 840 G3 6TH GEN CORE I5 8GB 256GB SSD 14''INCHES WINDOWS 10,"KSh 26,000","KSh 35,000",26%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9,2026-01-26 17:32:16
9993129,"Lenovo 8GB RAM, 500GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 16,500","KSh 20,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11,2026-01-26 17:32:17
321114733,"HP Refurbished Elitebook 745 G6 512GB SSD 16GB RAM AMD Ryzen 5 Pro 3500U 2GB Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop (6 Months WRTY)","KSh 34,900","KSh 40,000",13%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Kentouch Kenya,Excellent,Excellent,Excellent,98%,286,2026-01-26 17:32:18
1498646,,,"KSh 29,999",47%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 17:32:19
312651470,"Toshiba REFURBISHED Portege X20W, 12-inch, X360 Touchscreen, Intel Core I3-7100U, 8GB RAM + 256GB SSD","KSh 19,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop Clinic,Average,Very Poor,Good,52%,170,2026-01-26 17:33:20
320883158,"DELL  Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -512GB  SSD-Refurbished-Windows 11- 11""","KSh 29,999","KSh 36,000",17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 17:33:21
9539805,HP Refurbished Probook X360 11 *TOUCH SCREEN* Corei5 8GB RAM 256GB SSD Win 11,,"KSh 25,000",12%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16,2026-01-26 17:33:22
326009887,Elitebook 840 g5/g6 intel core i5 8gb ram 256ssd 8th generation 14inch refurbished (6months warranty ),"KSh 26,600","KSh 48,000",45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:33:23
325259378,"ThinkPad X280 Intel Core i5 8th generation -Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display refurbished","KSh 19,475","KSh 29,000",33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:33:24
325259715,"Latitude 7290 7th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 11  6 MONTHS WARRANTY","KSh 17,480","KSh 28,700",39%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 17:33:25
325586530,"Lenovo  Thinkpad T460s/T470s 8GB Ram 256GB SSD Slim 14 inches Screen Display Ultrabook Refurbished Laptop Intel Core i5, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 22,999","KSh 25,000",8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1,2026-01-26 17:33:26
325518701,"HP Refurbished Elitebook 840 G5 14"" FHD Intel Core I7-8250U,16GB RAM,512GB SSD Windows 11","KSh 39,000","KSh 45,000",13%,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9,2026-01-26 17:33:27
326183553,"DELL Latitude E5440 (4th Gen) Intel Core i5 8GB RAM 256GB SSD  14"" Screen Business Laptop Refurbished","KSh 15,000","KSh 22,000",32%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LAPTOPS WORLD LTD,Excellent,Very Poor,Average,60%,7,2026-01-26 17:33:28
325483480,"Lenovo Refurbished Yoga 11e Touchscreen 11.6"" Laptop Intel Celeron 4GB RAM 128GB SSD Refurblished Webcam HDMI Wifi With Windows 10 PRO Installed Activated, Office 2021 Pro Installed Activated","KSh 15,000",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3,2026-01-26 17:34:28
9525860,"HP EliteBook 840 G3 6th Gen 8GB Ram, 128GB SSD, 1TB  Storage, 14'' Screen Display Refurbished  Intel Core i5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Bag + Charger +  wireless Mouse,MousePad + Extension",,"KSh 40,000",36%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DigitalSmart  Print,Good,Excellent,Average,84%,17,2026-01-26 17:34:30
